"","anon_id","count_will_construction","count_goingTo_construction","gender","birth_year","native_language","language_used_at_home","non_native_language_1","yrs_of_study_lang1","study_in_classroom_lang1","ways_of_study_lang1","non_native_language_2","yrs_of_study_lang2","study_in_classroom_lang2","ways_of_study_lang2","non_native_language_3","yrs_of_study_lang3","study_in_classroom_lang3","ways_of_study_lang3","course_history","yrs_of_english_learning","yrs_in_english_environment","age","semester","LCT_Form","LCT_Score","MTELP_Form","MTELP_I","MTELP_II","MTELP_III","MTELP_Conv_Score","Writing_Sample"
"927","gb0",3,0,"Male",1987,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","Japanese","less than 1 year","no","Studied by myself;I learned from my friend who is a native speaker;other","","","no","","575;576;577;578;579","more than 5 years","less than 1 year",22,"2009_fall",1,24,"R",26,18,10,71,4
"928","gb1",15,2,"Male",1967,"Other","Barbar","","","","","","","","","","","","","410;411;414;417;418;465;481;482;483;484","1-2 years","1-2 years",41,"2008_fall",2,12,"Q",28,14,5,66,2.6
"929","gb3",3,1,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2008_summer",2,17,"P",27,19,9,71,3.5
"930","gb4",58,2,"Female",1977,"Chinese","Chinese;Japanese;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced reading aloud;Wrote paragrphs/essays","Japanese","1-2 years","yes","Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in Japanese;Studied pronunciation;Practiced reading aloud;Wrote paragrphs/essays","","","no","","280;293;313;343;344;345;346;347;389;390;391;528;534;535;536;537","more than 5 years","none",29,"2007_fall",1,10,"Q",14,10,6,46,1
"931","gb6",81,4,"Female",1985,"Taiwanese","Taiwanese;Chinese","English","3-5 years","no","Studied by myself","","","no","","","","no","","674;675;676;687;688;759;760;761;762;763","3-5 years","1-2 years",25,"2010_summer",1,24,"Q",17,12,12,60,3.5
"932","gb7",20,2,"Male",1978,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","French","1-2 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud","","","no","","410;411;414;417;418;478;485;486;487;489","more than 5 years","more than 5 years",30,"2008_fall",NA,17,"",15,11,6,48,1.8
"933","gb9",6,1,"Female",1987,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","Chinese","1-2 years","yes","Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud","","","no","","41;52;63;74;85;98;110;122;146","more than 5 years","less than 1 year",19,"2006_summer",1,13,"R",11,6,7,40,2
"934","gc0",78,0,"Male",1990,"Arabic","Arabic","English","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","560;561;562;563;564;632;633;634;635;636;677;680;696;697;699","less than 1 year","less than 1 year",19,"2009_summer",2,16,"P",5,7,3,31,1.5
"935","gc2",36,0,"Female",1986,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays","Japanese","less than 1 year","yes","Studied grammar;Studied vocabulary","","","no","","365;374;376;377;378;431;432;440;443;444","more than 5 years","less than 1 year",21,"2008_summer",2,22,"P",23,19,13,71,2.6
"936","gc3",22,7,"Female",1985,"Spanish","Spanish","French","3-5 years","no","Studied by myself;I lived in a country where they spoke French;other","","","no","","","","no","","600;637;638;639;640","more than 5 years","less than 1 year",24,"2010_spring",NA,26,"",29,31,16,85,4.5
"937","gd1",3,1,"Male",1985,"Korean","Korean","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Wrote paragrphs/essays","","","no","","","","no","","556;557;558;565;569","3-5 years","1-2 years",23,"2009_fall",NA,17,"",16,20,6,61,2.7
"938","gd7",29,3,"Male",1984,"Arabic","Arabic","English","less than 1 year","no","other","","","no","","","","no","","426;434;445;447;448;500;501;502;503;504;581","less than 1 year","less than 1 year",24,"2008_fall",2,28,"Q",35,30,14,86,2.6
"939","gd8",9,2,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2010_summer",1,26,"Q",23,19,9,69,3.8
"940","ge1",10,2,"Female",1983,"Arabic","Arabic","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","612;613;616;619;620","1-2 years","1-2 years",26,"2010_spring",NA,19,"",12,12,10,51,2.7
"941","ge5",7,1,"Male",1986,"Spanish","Spanish","English","3-5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","617;618;619;620;621","3-5 years","none",23,"2010_spring",NA,21,"",19,23,6,67,4.8
"942","ge6",7,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2011_fall",1,24,"",21,23,11,71,3.9
"943","ge7",7,0,"Male",1980,"Arabic","Arabic;English","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","French","less than 1 year","yes","Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in French","","","no","","47;59;69;80;92;106;118;130;154","more than 5 years","1-2 years",25,"2006_summer",1,19,"R",18,20,9,66,2.8
"944","ge9",12,1,"Male",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2008_fall",2,26,"P",23,15,16,71,4
"945","gf0",11,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2010_summer",1,18,"Q",11,13,9,48,3
"946","gf2",1,1,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2011_fall",1,21,"",17,8,9,51,3.7
"947","gf5",8,0,"Female",1981,"Chinese","Chinese","German","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","343;344;345;346;347;394;395;396;397;398","more than 5 years","less than 1 year",27,"2008_spring",1,23,"Q",20,18,13,69,3.6
"948","gf7",37,11,"Female",1986,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","212;223;234;245;256;273;284;295;317","more than 5 years","less than 1 year",20,"2007_summer",1,17,"Q",18,13,3,51,2.7
"949","gf9",0,3,"Unknown",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2010_fall",2,23,"",22,8,10,59,4
"950","gg0",2,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_spring",2,18,"P",23,12,4,58,2.75
"951","gg1",14,1,"Male",1984,"Turkish","Turkish","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays;other","","","no","","","","no","","560;561;567;568;569","3-5 years","less than 1 year",25,"2009_fall",NA,24,"",20,5,4,45,3.3
"952","gg2",7,0,"Female",1973,"Korean","Korean","English","3-5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","173;184;195;206;216;241;252;264","less than 1 year","less than 1 year",34,"2007_spring",1,18,"R",20,15,7,61,3
"953","gg5",15,2,"Male",1975,"Mongol","Mongol","English","3-5 years","no","Studied by myself","Russian","3-5 years","yes","Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in italian;Studied pronunciation","Italian","less than 1 year","yes","Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in italian;Teacher corrected my mistakes","213;227;238;249;257","1-2 years","less than 1 year",32,"2007_summer",1,18,"Q",8,14,6,44,3.3
"954","gg6",8,2,"Male",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2011_summer",NA,16,"",12,18,9,58,2.7
"955","gg7",14,1,"Unknown",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_spring",2,22,"P",19,18,8,64,4.3
"956","gh0",1,0,"Female",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2010_fall",NA,23,"",20,12,9,60,3.5
"957","gh1",14,4,"Female",1976,"Japanese","Japanese","German","1-2 years","yes","Studied grammar;Listened to audio materials (tapes/CDs);Teacher spoke to me in German;Studied pronunciation;Practiced reading aloud","","","no","","","","no","","328;332;339;340;341","more than 5 years","less than 1 year",31,"2008_spring",1,20,"Q",17,11,6,51,3
"958","gh3",9,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_summer",2,13,"",12,13,5,46,2.4
"959","gh4",16,0,"Male",1974,"Arabic","Arabic","English","1-2 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","31;32;33;34;35;46;57;68;79;90;105;117;130;154","1-2 years","less than 1 year",32,"2006_spring",1,11,"P",12,9,2,39,2
"960","gh6",12,2,"Female",1987,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud","French","1-2 years","yes","Had a native-speaker teacher;Studied vocabulary","Chinese","less than 1 year","yes","Had a native-speaker teacher;Studied vocabulary;Practiced reading aloud","751;752;754;755;758;808","more than 5 years","less than 1 year",23,"2010_fall",2,30,"",30,34,15,86,4.8
"961","gh8",10,2,"Female",1985,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud","","","no","","","","no","","855;856;858;859;870;942;943;944;945;946;998;999;1000;1001;1002","more than 5 years","1-2 years",26,"2011_summer",2,23,"",28,20,7,71,4.1
"962","gh9",34,0,"Female",NA,"Japanese","","","","","","","","","","","","","","","","",NA,"2010_fall",2,14,"",19,13,13,64,3
"963","gi1",28,1,"Male",1986,"Arabic","Arabic","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","672;673;681;692;693;751;752;753;754;760;797;808;878;890","1-2 years","less than 1 year",24,"2010_summer",1,27,"Q",16,12,8,55,3.6
"964","gi2",2,0,"Female",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2006_fall",1,30,"Q",29,27,19,85,4.5
"965","gi7",1,0,"Female",NA,"Russian","","","","","","","","","","","","","","","","",NA,"2012_spring",1,28,"Q",29,13,10,70,4.2
"966","gj0",3,5,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2008_fall",2,27,"Q",19,18,10,66,4.3
"967","gj1",0,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2007_fall",NA,15,"Q",9,16,6,47,2.2
"968","gj2",10,2,"Male",1984,"Arabic","Arabic","English","less than 1 year","no","Studied by myself;I lived in a country where they spoke English","","","no","","","","no","","490;491;492;493;494;538;539;540;541;542;583;586;589;590;592","less than 1 year","3-5 years",25,"2009_spring",1,22,"Q",17,14,10,60,3.8
"969","gj4",13,0,"Male",1987,"Arabic","Arabic","English","less than 1 year","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","1;7;13;19;35;43;54;65;76;91;102;114;125;153;165;176;187","more than 5 years","less than 1 year",18,"2006_spring",1,14,"P",11,7,5,39,1.8
"970","gj5",7,0,"Male",NA,"Japanese","","","","","","","","","","","","","","","","",NA,"2009_summer",2,20,"P",22,17,7,65,3.2
"971","gj8",0,0,"Female",1985,"Arabic","Arabic","","","","","","","","","","","","","738;739;740;741;747;807;809;810;811;813;888;889;890;891;892;942;943;945;946;954","1-2 years","none",25,"2010_fall",2,20,"",23,14,6,62,3.7
"972","gk3",14,20,"Male",1980,"Turkish","Turkish","English","more than 5 years","yes","Studied grammar;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","Russian","less than 1 year","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in german;Studied pronunciation","German","1-2 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in german;Teacher corrected my mistakes","162;173;184;195;206","more than 5 years","less than 1 year",26,"2007_spring",1,16,"R",29,16,12,72,4.6
"973","gk4",42,2,"Male",1991,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","612;613;614;615;651;679;687;688;706;707;759;760;761;762;763","more than 5 years","none",18,"2010_spring",NA,16,"",22,11,3,55,2
"974","gk5",15,0,"Male",1979,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","Japanese","less than 1 year","no","Studied by myself","","","no","","632;633;634;635;636;690;691;692;693;694;755;798","more than 5 years","none",30,"2010_spring",NA,19,"",21,15,9,64,4
"975","gk7",0,0,"Female",NA,"Turkish","","","","","","","","","","","","","","","","",NA,"2011_fall",1,19,"",14,16,5,53,4
"976","gk8",0,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2010_fall",2,13,"R",14,14,6,51,3
"977","gl1",11,0,"Male",1970,"Korean","Korean","English","3-5 years","no","Studied by myself","German","less than 1 year","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Studied pronunciation","","","no","","379;380;381;382;383;441","3-5 years","less than 1 year",37,"2008_summer",2,20,"P",23,20,7,69,2.6
"978","gl2",27,2,"Female",1984,"Chinese","Taiwanese;Chinese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes","Japanese","less than 1 year","yes","Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Japanese;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","738;739;740;741;747;798;799;800;806","more than 5 years","none",26,"2010_fall",2,22,"",20,18,6,63,3.2
"979","gl4",6,5,"Male",1967,"Korean","Korean","","","","","","","","","","","","","465;466;467;468;469;518;519;520;521;522","less than 1 year","1-2 years",42,"2009_spring",1,18,"?",16,12,5,48,3.6
"980","gl6",89,3,"Male",1984,"Arabic","Arabic;English","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","42;57;64;75;87;104;116;127;152;165;176;187;209","3-5 years","1-2 years",22,"2006_summer",1,15,"R",17,11,4,48,3
"981","gl7",6,1,"Female",1982,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary","","","no","","","","no","","612;614;616","more than 5 years","3-5 years",27,"2010_spring",NA,18,"",17,11,5,48,3.5
"982","gl9",18,0,"Female",1974,"Japanese","Japanese","English","more than 5 years","yes","Studied grammar;Studied vocabulary","French","less than 1 year","yes","Studied grammar","","","no","","276;287;298;357","more than 5 years","more than 5 years",33,"2007_fall",1,28,"Q",31,31,15,85,4.8
"983","gm1",22,0,"Female",1987,"Chinese","Chinese;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","575;576;579;582;583;600;639;641;642;645","more than 5 years","none",22,"2009_fall",NA,26,"",21,19,8,67,4.3
"984","gm5",10,1,"Male",1972,"Arabic","Arabic","English","1-2 years","no","Studied by myself","","","no","","","","no","","460;461;462;463;464;518;519;520;521;522","1-2 years","less than 1 year",37,"2008_fall",2,12,"P",13,11,4,44,2.8
"985","gm7",2,2,"Female",1972,"Arabic","Arabic;English","English","less than 1 year","yes","Practiced speaking in class;Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","52;63;74;96;110;122;147","1-2 years","less than 1 year",34,"2006_summer",1,9,"R",12,4,0,32,2.3
"986","gm8",1,0,"Male",1980,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in English","","","no","","","","no","","45;59;67;78;92;106;118;130;153","more than 5 years","none",25,"2006_summer",1,25,"R",17,9,13,58,3
"987","gn0",17,0,"Female",1978,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs)","Japanese","less than 1 year","no","Studied by myself","","","no","","431;440;442;443;444;501;502","more than 5 years","less than 1 year",30,"2008_fall",2,27,"P",36,28,15,86,3.25
"988","gn5",4,0,"Female",1979,"Chinese","Chinese","English","more than 5 years","no","Studied by myself","","","no","","","","no","","273;284;295;355;356;357","more than 5 years","less than 1 year",27,"2007_fall",1,18,"Q",20,13,9,35,3
"989","go0",19,1,"Male",1973,"Arabic","Arabic","English","less than 1 year","yes","Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Wrote paragrphs/essays","","","no","","","","no","","465;466;467;468;469;518;519;520;521;522;585;586;587;588;589","less than 1 year","less than 1 year",35,"2009_spring",1,13,"Q",7,12,6,41,2
"990","go2",2,0,"Female",1984,"Arabic","English","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English","French","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in French","","","no","","333;334;335;337;346;374;375;376;378;392","more than 5 years","none",23,"2008_spring",1,21,"Q",10,15,8,48,2.5
"991","go3",12,0,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2011_summer",NA,28,"",37,27,14,86,3.8
"992","go4",18,1,"Male",1983,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","662;666;678;680;705;729;732;750;751;752","1-2 years","1-2 years",27,"2010_summer",1,21,"Q",13,10,6,45,4.2
"993","go8",4,0,"Male",1983,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","738;742;750;751;752","more than 5 years","1-2 years",27,"2010_fall",2,26,"",28,14,8,69,4.7
"994","go9",13,12,"Female",1982,"Portuguese","Portuguese","English","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays;other","Spanish","less than 1 year","no","I learned from my friend who is a native speaker","","","no","","460;461;462;463;464;523;524;525;526;527","less than 1 year","less than 1 year",26,"2009_spring",1,17,"Q",10,17,3,46,2.7
"995","gp0",4,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2009_spring",1,11,"P",5,16,10,47,1.3
"996","gp1",1,2,"Male",1979,"Korean","Korean","Japanese","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Japanese;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","English","3-5 years","yes","Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud","","","no","","460;461;462;463;464;515","3-5 years","less than 1 year",30,"2008_fall",2,6,"Q",8,7,8,39,1
"997","gp2",22,6,"Male",1980,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Practiced reading aloud","","","no","","","","no","","43;54;65;76;87;104;116;126;152;220;231;242;253;264","3-5 years","1-2 years",26,"2006_summer",1,13,"R",10,14,7,47,2.3
"998","gp3",4,4,"Female",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2010_summer",1,18,"Q",16,12,11,58,3.3
"999","gp4",3,1,"Male",1986,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","French","less than 1 year","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in French;Studied pronunciation;Teacher corrected my mistakes","","","no","","31;32;33;34;35;47;58;65;80;91;105;117;127;153","more than 5 years","less than 1 year",19,"2006_spring",1,16,"P",6,10,4,36,1.6
"1000","gp6",0,0,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2012_spring",1,13,"Q",7,11,3,37,2.7
"1001","gp7",7,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_spring",1,19,"Q",12,13,11,55,3.1
"1002","gp8",25,1,"Male",1974,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays","German","less than 1 year","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Studied pronunciation","French","less than 1 year","no","Studied by myself","585;586;587;588","more than 5 years","1-2 years",35,"2009_fall",NA,25,"R",31,30,16,85,3.7
"1003","gp9",2,0,"Male",1991,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","Dutch","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in Dutch;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","855;856;857;858;859","more than 5 years","none",19,"2011_summer",NA,24,"",29,25,16,83,3.2
"1004","gq0",9,1,"Female",1985,"Chinese","Chinese;Taiwanese","English","more than 5 years","no","Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English;other","Japanese","1-2 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Teacher corrected my mistakes","","","no","","350;351;353;354;357","more than 5 years","less than 1 year",22,"2008_spring",1,27,"Q",26,23,11,75,4.3
"1005","gq1",13,2,"Male",1982,"Turkish","Turkish;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","272;280;293;317","more than 5 years","3-5 years",25,"2007_fall",1,12,"Q",14,8,4,42,2
"1006","gq2",3,0,"Male",1977,"Arabic","Arabic","English","3-5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English","","","no","","","","no","","412;413;462;463;512;518;520;521;561;570;572;573","more than 5 years","3-5 years",31,"2009_spring",1,11,"P",16,10,3,45,2
"1007","gq4",17,0,"Female",1983,"Spanish","Spanish","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","French","1-2 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","102;114;126;150;165;176;187;209","more than 5 years","less than 1 year",23,"2006_fall",1,17,"P",15,24,10,68,3.7
"1008","gq8",5,1,"Female",1990,"Korean","Korean;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary","","","no","","","","no","","411;420;424;450;451;476;477;478;495;499","more than 5 years","less than 1 year",19,"2008_fall",2,16,"Q",20,18,5,62,2.2
"1009","gr0",0,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2011_fall",1,27,"",25,24,15,80,4.45
"1010","gr4",0,0,"Male",1991,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","724;725;726;727;728","more than 5 years","less than 1 year",19,"2010_fall",2,24,"",25,8,8,60,3.3
"1011","gr8",1,0,"Male",1988,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","157;168;182;193;201;215;226;242;253;259","more than 5 years","more than 5 years",18,"2007_spring",1,12,"R",12,13,10,53,2.2
"1012","gr9",2,0,"Female",1977,"Thai","Thai;English","","","","","","","","","","","","","374;375;391","less than 1 year","3-5 years",30,"2008_summer",2,28,"P",22,20,10,70,3.7
"1013","gs0",5,1,"Male",1987,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Listened to audio materials (tapes/CDs);Teacher spoke to me in English","","","no","","","","no","","657;658;661;674;675;729;730;732;751;752;797;798;873;874;875;876;877","more than 5 years","less than 1 year",23,"2010_summer",1,23,"Q",9,8,10,43,3.7
"1014","gs2",20,2,"Female",NA,"Japanese","","","","","","","","","","","","","","","","",NA,"2011_summer",NA,27,"",17,23,12,70,3.7
